id,name,latitude,longitude,district
3827,Halsey St & Broadway,40.68565,-73.91564,73
3055,Greene Ave & Nostrand Ave,40.68833370000001,-73.950916,79
3173,Riverside Blvd & W 67 St,40.777507027548,-73.98888587951659,20
3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,20
3486,Schermerhorn St & Bond St,40.6884174275408,-73.9845165610313,84
3602,31 Ave & 34 St,40.763154,-73.920827,114
3725,2 Ave & E 72 St,40.7687620293096,-73.9584079384804,19
515,W 43 St & 10 Ave,40.76009437,-73.99461843,10
237,E 11 St & 2 Ave,40.73047309,-73.98672378,9
405,Washington St & Gansevoort St,40.739323,-74.008119,6
3496,1 Ave & E 110 St,40.7923272,-73.9383,23
490,8 Ave & W 33 St,40.751551,-73.993934,14
3415,Prospect Pl & 6 Ave,40.6793307,-73.97519523,78
4009,Riverside Dr & W 145 St,40.827304999999996,-73.951989,30
358,Christopher St & Greenwich St,40.73291553,-74.00711384,6
3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056,76
3366,West End Ave & W 107 St,40.8021174,-73.9681805305,24
150,E 2 St & Avenue C,40.720873600000004,-73.98085795,9
3130,21 St & Queens Plaza North,40.75325964,-73.94335788,114
247,Perry St & Bleecker St,40.73535398,-74.00483091,6
3403,4 Ave & 9 St,40.6705135,-73.98876585,78
3829,Central Ave & Decatur St,40.6882,-73.90798000000001,83
3493,E 118 St & 3 Ave,40.799139000000004,-73.9389152,25
212,W 16 St & The High Line,40.74334935,-74.00681753,10
3361,Carroll St & 6 Ave,40.6740886,-73.9787282,78
4036,Motorgate,40.7639089,-73.9477213,114
3689,W 104 St & Amsterdam Ave,40.799041392883,-73.96649479866029,24
3376,E 65 St & 2 Ave,40.7647185194434,-73.962220698595,19
252,MacDougal St & Washington Sq,40.73226398,-73.99852205,6
4058,Madison Av & E 51 St,40.75863,-73.97513000000001,18
4123,Central Park W & W 103 St,40.7960368415998,-73.9615890385357,24
3226,W 82 St & Central Park West,40.78275,-73.97137,20
376,John St & William St,40.70862144,-74.00722156,1
3856,Kingsland Ave & Nassau Ave,40.725770000000004,-73.94173,94
3354,3 St & Prospect Park West,40.668132,-73.97363831,78
265,Stanton St & Chrystie St,40.72229346,-73.99147535,5
342,Columbia St & Rivington St,40.71739973,-73.98016555,7
2010,Grand St & Greene St,40.7217000523561,-74.00238141417499,1
3109,Banker St & Meserole Ave,40.72606,-73.95621,94
354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,88
361,Allen St & Hester St,40.71605866,-73.99190759,7
3591,21 St & 31 Dr,40.7659,-73.930819,114
336,Sullivan St & Washington Sq,40.73047747,-73.99906065,6
355,Bayard St & Baxter St,40.71602118,-73.99974372,5
3417,Baltic St & 5 Ave,40.6795766,-73.97854971,78
3544,Underhill Ave & Pacific St,40.6804836,-73.9646795,77
302,Avenue D & E 3 St,40.72082834,-73.97793172,9
3780,Wyckoff Av & Stanhope St,40.703545,-73.917775,83
360,William St & Pine St,40.70717936,-74.00887308,1
79,Franklin St & W Broadway,40.71911552,-74.00666661,1
3533,St. Nicholas Ave & W 126 St,40.8114323,-73.95187759999999,28
3759,Irving Ave & Jefferson St,40.70538,-73.92535,83
461,E 20 St & 2 Ave,40.73587678,-73.98205027,13
4131,Goble Pl & Macombs Rd,40.844075,-73.91725600000001,44
3016,Kent Ave & N 7 St,40.7203677529846,-73.96165072917941,94
3244,University Pl & E 8 St,40.7314372408523,-73.9949034154415,6
3332,Degraw St & Hoyt St,40.681990442707,-73.9907902479172,76
410,Suffolk St & Stanton St,40.72066442,-73.98517977,7
3478,2 Ave & 36 St,40.6570886666848,-74.00870203971859,72
3409,Bergen St & Smith St,40.686744299999994,-73.99063168,84
3440,Fulton St & Adams St,40.6924182925785,-73.989494740963,84
3745,36 Ave & 31 St,40.7565127298495,-73.9295748621225,114
3521,Lenox Ave & W 111 St,40.7987859,-73.9523,28
3918,Avenue D & E 8 St,40.72387,-73.975767,9
3356,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,20
3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,78
